id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,state
7315883828,lakeland,36990,2017.0,ford,f150 super cab lariat,good,6 cylinders,gas,38094.0,clean,other,1FTFX1EG9HKD14814,4wd,,pickup,white,fl
7314599643,"quad cities, IA/IL",27995,2006.0,chevrolet,corvette,good,8 cylinders,gas,,clean,manual,,rwd,,convertible,black,il
7308399808,little rock,78423,2015.0,chevrolet,corvette,,8 cylinders,gas,30200.0,clean,automatic,,rwd,,convertible,,ar
7312663807,northern panhandle,14000,2013.0,bmw,328i,,,gas,92965.0,clean,automatic,,,,,,oh
7315368523,eugene,676,2019.0,chevrolet,suburban ls,,8 cylinders,other,47105.0,clean,automatic,1GNSKGKC7KR124145,,,,black,or
7309863303,waterloo / cedar falls,2744,2002.0,chrysler,town country,excellent,6 cylinders,gas,229031.0,clean,automatic,2C4GP44392R547816,fwd,,mini-van,blue,ia
7315163492,jackson,15293,2015.0,mitsubishi,outlander sport,excellent,4 cylinders,gas,36646.0,clean,automatic,,fwd,,SUV,white,tn
7304728134,albany,4500,2008.0,hyundai,elantra,good,4 cylinders,gas,111000.0,clean,automatic,,fwd,mid-size,sedan,silver,ny
7316972938,charlotte,22991,2016.0,ford,mustang,,4 cylinders,gas,79631.0,clean,automatic,1FA6P8TH9G5224182,rwd,,other,custom,nc
7303836633,columbus,41995,2015.0,chevrolet,silverado 2500hd,,,gas,158039.0,clean,automatic,1GC1KWE87FF570325,,,other,white,oh
7314062043,appleton-oshkosh-FDL,10950,2010.0,ford,f-150,,8 cylinders,gas,150900.0,clean,automatic,1FTFX1EV8AFD31651,4wd,full-size,pickup,red,wi
7307384497,twin falls,362,2010.0,gmc,sierra 1500 sle,good,,other,108674.0,clean,other,3GTRKVE38AG293306,,,hatchback,silver,id
7308249312,knoxville,16990,2013.0,ford,f-150 xlt,,6 cylinders,gas,137000.0,clean,automatic,,rwd,,,green,tn
7315155963,houston,85900,2016.0,mercedes-benz,benz amg gts,excellent,8 cylinders,gas,11600.0,clean,automatic,,rwd,,coupe,grey,tx
7316224599,ft myers / SW florida,37590,2015.0,porsche,boxster roadster 2d,good,,other,61163.0,clean,other,WP0CA2A87FS110275,,,other,white,fl
7316060352,hawaii,23000,2017.0,ford,fusion sport awd,like new,6 cylinders,gas,31500.0,clean,automatic,,4wd,full-size,sedan,black,hi
7303028736,erie,13995,2013.0,ford,explorer,,,gas,156190.0,clean,automatic,1FM5K8F89DGA63750,,,SUV,silver,pa
7307149592,fort collins / north CO,17995,2014.0,infiniti,q50,,6 cylinders,gas,106267.0,clean,automatic,JN1BV7AR1EM688528,4wd,,sedan,white,co
7312323150,monterey bay,35590,2018.0,gmc,sierra 1500 double cab sle,good,,other,19458.0,clean,other,1GTV2MEH7JZ364418,4wd,,pickup,black,ca
7309458405,philadelphia,7999,2009.0,ford,,good,6 cylinders,gas,89000.0,clean,automatic,,4wd,,SUV,black,pa
7311552010,little rock,24900,2013.0,gmc,sierra,,,other,127295.0,clean,automatic,3GTP2WE70DG155599,4wd,,pickup,white,ar
7309195488,new haven,7500,1979.0,,Triumph Spitfire 1500,good,4 cylinders,gas,82947.0,clean,manual,,rwd,,convertible,white,ct
7314592459,ventura county,11995,2007.0,gmc,sierra,,,other,192493.0,clean,automatic,1GTEC19Z57Z137199,fwd,,pickup,black,ca
7310936846,buffalo,16990,2017.0,volkswagen,golf sportwagen tsi s,good,,gas,46260.0,clean,other,3VWC17AU0HM506390,fwd,,wagon,blue,ny
7307360366,pittsburgh,4495,2005.0,honda,civic ex,excellent,4 cylinders,gas,123000.0,clean,automatic,,fwd,compact,sedan,black,pa
7314561692,atlanta,22990,2018.0,subaru,forester 2.5i premium,good,,gas,43425.0,clean,other,JF2SJAEC0JH445695,,,hatchback,,ga
7303005018,cape cod / islands,15990,2018.0,volkswagen,jetta 1.4t s sedan 4d,good,,gas,42060.0,clean,automatic,3VW2B7AJ4JM233717,fwd,,sedan,silver,ma
7316698065,nashville,9994,2012.0,kia,sorento,,,gas,98083.0,clean,automatic,5XYKT4A25CG242997,,,,,tn
7316263687,kalispell,19000,2012.0,ram,2500 st crew cab flatbed,,6 cylinders,diesel,184363.0,clean,manual,3C6UD5HL1CG199455,4wd,,,,mt
7316216387,plattsburgh-adirondacks,1500,1957.0,,edsel corsair,fair,8 cylinders,gas,100000.0,missing,automatic,,rwd,full-size,coupe,black,ny
7316487991,new york city,19990,2018.0,mitsubishi,outlander sport le,good,,gas,25641.0,clean,other,JA4AR3AU0JU003319,4wd,,hatchback,white,ny
7307912091,williamsport,5295,2007.0,jeep,grand cherokee,excellent,6 cylinders,gas,186000.0,clean,automatic,,4wd,mid-size,SUV,blue,pa
7311081216,space coast,8488,2008.0,hyundai,tucson gls,excellent,4 cylinders,gas,70816.0,clean,automatic,KM8JM12B88U874898,fwd,mid-size,SUV,black,fl
7313334568,nashville,8995,2011.0,nissan,altima 2.5 s,,4 cylinders,gas,106540.0,clean,automatic,1N4AL2APXBN480935,,,,blue,tn
7314650643,south jersey,16995,2020.0,kia,soul,,,gas,370.0,clean,automatic,KNDJ23AU8L7735046,,,,,nj
7306721818,lake of the ozarks,36590,2018.0,bmw,4 series 430i convertible 2d,good,,gas,29158.0,clean,other,WBA4Z1C58JEC60266,rwd,,convertible,white,mo
7309264044,elmira-corning,39995,2018.0,ford,e-series cutaway,good,8 cylinders,other,30120.0,clean,automatic,1FDWE3F64JDC24595,rwd,,van,white,ny
7312572349,monterey bay,2800,2004.0,ford,explorer,good,6 cylinders,gas,193000.0,clean,automatic,,rwd,full-size,SUV,grey,ca
7315829819,phoenix,34995,2017.0,toyota,tacoma sr5 double cab 5 b,,6 cylinders,other,68696.0,clean,other,5TFCZ5AN6HX058613,,,other,,az
7310991832,tucson,35990,2018.0,nissan,titan crew cab sv pickup,good,8 cylinders,gas,27890.0,clean,other,1N6AA1E55JN531563,4wd,,pickup,,az
7313347487,nashville,2300,1972.0,chevrolet,c10,,,other,12345.0,clean,other,,,,,,tn
7315542875,san antonio,0,2014.0,ford,mustang coupe,,,gas,94000.0,clean,automatic,,,,,,tx
7315108049,syracuse,9800,2010.0,ford,f150 xlt,good,8 cylinders,gas,174000.0,clean,automatic,,4wd,full-size,pickup,red,ny
7316385563,rochester,5950,2008.0,chevrolet,trailblazer 4wd,excellent,6 cylinders,gas,174000.0,clean,automatic,,4wd,,SUV,,ny
7316502336,ventura county,12999,2017.0,chevrolet,cruze ls sedan 4d,excellent,4 cylinders,gas,61908.0,,automatic,1G1BC5SM3H7120576,,,sedan,,ca
7309193084,grand rapids,97,2010.0,chrysler,200,,,gas,121451.0,clean,automatic,,,,,,mi
7308901436,memphis,37200,2008.0,chevrolet,corvette,excellent,other,gas,18000.0,clean,automatic,,rwd,full-size,convertible,silver,tn
7309458468,fresno / madera,25995,2017.0,toyota,tacoma,excellent,6 cylinders,gas,,clean,automatic,5TFBZ5DN5HX002265,rwd,full-size,,white,ca
7310750580,springfield,34988,2017.0,jeep,wrangler unlimited sahara,good,,other,51026.0,clean,automatic,1C4BJWEGXHL580799,4wd,,other,red,mo
7315862943,orlando,41000,2015.0,cadillac,escalade,,,gas,50809.0,clean,automatic,1GYS4MKJ8FR655175,4wd,,other,silver,fl
7304207392,fredericksburg,5495,2006.0,acura,mdx,,,gas,178830.0,clean,automatic,2HNYD18736H501591,,,SUV,silver,va
7315053714,inland empire,18900,2020.0,chevrolet,malibu lt,excellent,4 cylinders,gas,21417.0,,automatic,1G1ZD5STXLF025028,,,sedan,,ca
7311424569,grand rapids,33990,2014.0,ford,super duty f-550 drw,good,8 cylinders,diesel,136250.0,clean,automatic,1FDUF5HT3EEB73528,4wd,full-size,truck,white,mi
7314286873,boston,22800,2015.0,bmw,5 series 535xi,excellent,6 cylinders,gas,55900.0,clean,automatic,,4wd,,,,ma
7316410658,SF bay area,8800,2013.0,honda,civic ex,excellent,4 cylinders,gas,108400.0,clean,automatic,2HGFG3B85DH503567,fwd,,coupe,black,ca
7308603116,macon / warner robins,22900,2014.0,ford,f-150,,6 cylinders,gas,32561.0,clean,automatic,,4wd,full-size,truck,grey,ga
7311766824,western massachusetts,35590,2018.0,ram,1500 crew cab big horn,good,6 cylinders,other,22805.0,clean,other,1C6RR7LG2JS220638,4wd,,pickup,black,ma
7305974928,klamath falls,1250,1995.0,chrysler,,good,6 cylinders,gas,214000.0,clean,automatic,,fwd,compact,,blue,or
7316928621,"washington, DC",16899,2013.0,bmw,750li / alpina b7,,,gas,113249.0,clean,automatic,WBAYE8C58DD132493,,full-size,sedan,black,dc
7315588013,modesto,12499,2012.0,chevrolet,cruze,excellent,4 cylinders,gas,69929.0,clean,automatic,,fwd,full-size,sedan,red,ca
7310314006,southern maryland,29590,2018.0,lexus,nx 300 sport utility 4d,good,,gas,23823.0,clean,other,JTJYARBZ2J2101494,fwd,,hatchback,,md
7316145049,raleigh / durham / CH,27995,2016.0,lexus,es 300h,excellent,,hybrid,52278.0,clean,automatic,,,,,,nc
7313101856,spokane / coeur d'alene,4500,1953.0,chevrolet,210,fair,6 cylinders,gas,60000.0,clean,automatic,,fwd,full-size,sedan,blue,id
7310509370,long island,36590,2016.0,audi,s5 premium plus convertible,good,6 cylinders,gas,22099.0,clean,other,WAUC4AFH5GN001594,,,other,silver,ny
7314025594,bakersfield,4500,2004.0,volvo,xc90,good,,gas,148000.0,clean,automatic,,4wd,,,,ca
7311383130,jonesboro,29990,2012.0,toyota,tacoma double cab pickup,good,6 cylinders,gas,43182.0,clean,other,3TMLU4EN4CM085701,4wd,,pickup,white,ar
7313573284,bellingham,9850,2013.0,volkswagen,jetta,good,4 cylinders,gas,85155.0,clean,other,3VW4A7AJ5DM415359,fwd,,sedan,black,wa
7303345673,new haven,8800,1996.0,,International,excellent,6 cylinders,diesel,372000.0,clean,manual,,rwd,full-size,,white,ct
7302586697,jackson,23995,2017.0,lexus,is 200t,,,gas,86598.0,clean,automatic,JTHBA1D23H5046250,,,other,silver,tn
7308554130,eugene,12877,2011.0,cadillac,cts sedan 4dr sdn 3.0l luxury awd,,6 cylinders,,73120.0,clean,automatic,1G6DG5EY6B0108203,,,sedan,silver,or
7316284619,jacksonville,28800,2004.0,lexus,gx 470,,8 cylinders,gas,147000.0,clean,automatic,,4wd,,SUV,silver,fl
7305782497,knoxville,25990,2020.0,kia,sorento lx sport utility 4d,good,6 cylinders,gas,3533.0,clean,other,5XYPG4A59LG689014,fwd,,SUV,white,tn
7306615432,hickory / lenoir,20590,2015.0,volkswagen,eos komfort,good,,gas,43470.0,clean,automatic,WVWBW8AH9FV001573,fwd,,convertible,black,nc
7315321548,south florida,69980,1956.0,gmc,custom short bed pickup,,,gas,45.0,clean,automatic,,,,pickup,red,fl
7312437714,scranton / wilkes-barre,18590,2017.0,mazda,mazda3 touring 2.5,good,,gas,34723.0,clean,other,3MZBN1L35HM133963,fwd,,hatchback,blue,pa
7316715731,seattle-tacoma,7000,2015.0,hyundai,sonata,excellent,4 cylinders,gas,64000.0,salvage,automatic,5NPE24AFXGH282039,fwd,,,blue,wa
7313874119,tulsa,0,2014.0,gmc,sierra 1500,excellent,6 cylinders,gas,102997.0,clean,automatic,3GTP1UEH8EG489901,rwd,mid-size,truck,black,ok
7316997665,potsdam-canton-massena,15800,2016.0,subaru,forester premium awd,like new,4 cylinders,gas,70678.0,clean,automatic,JF2SJADC1GH448485,4wd,mid-size,wagon,silver,ny
7316963014,portland,0,2017.0,gmc,sierra 1500,excellent,,gas,80222.0,clean,automatic,3GTU2NEJ1HG137031,,,,,or
7314442374,south florida,4991,2011.0,jeep,compass,excellent,4 cylinders,gas,140778.0,clean,automatic,1J4NT1FA3BD171138,fwd,,SUV,silver,fl
7307601706,mobile,29978,2015.0,ford,f-250 super duty,,8 cylinders,gas,128558.0,clean,automatic,,4wd,full-size,pickup,black,al
7301711446,lexington,37590,2018.0,bmw,x5 xdrive35i sport utility,good,,gas,33038.0,clean,automatic,5UXKR0C52J0X86681,,,SUV,blue,ky
7312017921,lincoln,9800,2014.0,toyota,camry,excellent,4 cylinders,gas,76000.0,salvage,automatic,,fwd,mid-size,sedan,red,ne
7314072902,nashville,11800,2008.0,gmc,yukon denali awd,excellent,8 cylinders,gas,174000.0,clean,automatic,,,,SUV,silver,tn
7313472825,cincinnati,14495,2010.0,mercedes-benz,gl-class gl 550,excellent,8 cylinders,gas,138129.0,,automatic,4JGBF8GE3AA579547,4wd,,SUV,,oh
7313039089,buffalo,11000,2011.0,acura,rdx,excellent,,gas,95300.0,clean,automatic,5J8TB1H56BA001004,,,,grey,ny
7311367851,kenosha-racine,33000,1958.0,chevrolet,,like new,8 cylinders,gas,20000.0,clean,automatic,XXXXXXXXXXX,rwd,full-size,wagon,red,wi
7311895093,ventura county,6700,2005.0,honda,pilot ex-l,excellent,6 cylinders,gas,163738.0,clean,automatic,,4wd,full-size,SUV,silver,ca
7309495346,southern maryland,0,2014.0,bmw,650i,,,gas,93842.0,clean,automatic,WBA6B4C5XED098986,,sub-compact,sedan,white,md
7316403056,hudson valley,5900,2011.0,kia,sedona ex,excellent,6 cylinders,gas,143000.0,clean,automatic,,fwd,,,red,ny
7316689018,central NJ,25300,2018.0,bmw,x2 xdrive28i,excellent,4 cylinders,gas,9300.0,rebuilt,automatic,WBXYJ5C34JEF73173,4wd,mid-size,SUV,black,nj
7310053039,raleigh / durham / CH,17950,2015.0,gmc,savana,good,8 cylinders,gas,142715.0,clean,automatic,1GTW7FCF5F1218074,rwd,full-size,van,white,nc
7310227214,el paso,27990,2018.0,volvo,s90 t5 momentum sedan 4d,good,,gas,46599.0,clean,other,LVY102AK4JP049722,fwd,,sedan,silver,tx
7305919682,des moines,0,2010.0,kia,forte ex *fr $499 down guaranteed finance,excellent,4 cylinders,gas,,clean,automatic,KNAFU4A21A5115858,fwd,mid-size,sedan,white,ia
7313188626,orange county,5500,2003.0,ford,ranger,,,gas,180000.0,clean,manual,,,,,,ca
7316776052,SF bay area,12898,2013.0,honda,civic lx 2dr coupe 5a,excellent,4 cylinders,gas,93188.0,,automatic,2HGFG3B55DH514171,,,coupe,,ca
7305121880,kenosha-racine,21990,2014.0,bmw,4 series 428i xdrive coupe,good,,gas,50293.0,clean,other,WBA3N5C58EF717475,,,coupe,blue,wi
7305530356,norfolk / hampton roads,0,2015.0,chevrolet,silverado 2500hd,,8 cylinders,gas,72315.0,clean,automatic,1GC2KWEG9FZ112165,4wd,,truck,silver,va
7312811712,great falls,25998,2019.0,toyota,prius,,,gas,38123.0,clean,automatic,JTDL9RFU1K3008563,4wd,,wagon,,mt
7302924683,western slope,5995,2005.0,nissan,maxima 4dr sdn v6 auto 3.5 se,,6 cylinders,,121521.0,clean,automatic,1N4BA41E75C867141,fwd,,sedan,blue,co
7310754710,"quad cities, IA/IL",13000,2014.0,ford,fusion,excellent,4 cylinders,gas,32500.0,clean,automatic,,fwd,mid-size,,white,il
7316781672,"washington, DC",15990,2012.0,lincoln,mkz hybrid sedan 4d,good,,hybrid,53270.0,clean,other,3LNDL2L31CR825328,fwd,,sedan,white,dc
7302309868,columbia / jeff city,26000,2019.0,ford,f-150,like new,6 cylinders,gas,16900.0,lien,automatic,,rwd,,truck,black,mo
7302415497,western massachusetts,25000,1932.0,chevrolet,2 door sedan,,,gas,17355.0,clean,manual,,,,,,ma
7302393555,memphis,4500,2010.0,honda,accord ex,good,4 cylinders,gas,174000.0,clean,automatic,,fwd,full-size,sedan,red,tn
7310505249,jacksonville,14900,2013.0,bmw,328i,excellent,6 cylinders,gas,105115.0,clean,automatic,WBADW3C59DJ527542,fwd,full-size,coupe,white,fl
7312769473,la crosse,37990,2016.0,toyota,tundra double cab sr,good,8 cylinders,gas,22870.0,clean,other,5TFUM5F13GX069124,4wd,,pickup,black,wi
7308405978,columbus,35990,2017.0,ford,f150 supercrew cab xlt,good,,other,22226.0,clean,other,1FTEW1EP7HKD67493,,,pickup,blue,ga
7316505551,seattle-tacoma,11999,2006.0,lexus,gs 300,excellent,6 cylinders,gas,104683.0,clean,automatic,JTHBH96S665003042,rwd,full-size,sedan,grey,wa
7314670691,modesto,5900,1989.0,toyota,,good,4 cylinders,gas,138000.0,clean,manual,,fwd,compact,pickup,white,ca
7314264756,toledo,4495,2013.0,ford,escape xlt,good,4 cylinders,gas,230200.0,clean,automatic,,fwd,mid-size,SUV,green,oh
7308260301,pittsburgh,6500,2013.0,ford,mustang,,6 cylinders,gas,45262.0,clean,automatic,1ZVBP8AM3D5252450,rwd,,coupe,red,pa
7315701261,brownsville,48995,2020.0,rover,discovery,,,gas,34464.0,clean,automatic,SALRG2RV2L2422270,,,SUV,white,tx
7313991528,kennewick-pasco-richland,59999,2019.0,gmc,sierra 1500 denali 4x4 gas,,,gas,28073.0,clean,automatic,1GTU9FEL8KZ243048,4wd,,truck,black,wa
7307944948,palm springs,11999,2015.0,kia,optima lx,excellent,4 cylinders,gas,59000.0,clean,automatic,KNAGM4A70F5540396,,,sedan,,ca
7316298307,cookeville,24590,2017.0,chevrolet,silverado 1500 regular,good,6 cylinders,gas,40784.0,clean,other,1GCNCNEH7HZ118773,,,pickup,white,tn
7306351722,lexington,13000,2012.0,nissan,frontier,good,6 cylinders,gas,130000.0,lien,manual,,4wd,mid-size,truck,black,ky
7304320746,greensboro,40590,2016.0,dodge,challenger srt 392 coupe,good,,other,11871.0,clean,other,2C3CDZDJ6GH275133,rwd,,coupe,black,nc
7301597966,la salle co,40990,2019.0,acura,mdx advance pkg sport,good,6 cylinders,gas,12046.0,clean,other,5J8YD3H87KL002026,fwd,,other,red,il
7310858383,lincoln,16999,2011.0,gmc,sierra 1500,,8 cylinders,gas,136218.0,clean,automatic,3GTP2VE37BG226236,4wd,,truck,green,ne
7311792460,north jersey,6600,2014.0,volkswagen,tiguan,,4 cylinders,gas,158533.0,clean,automatic,WVGBV3AX2EW609503,4wd,,SUV,grey,nj
7314346978,gadsden-anniston,0,2016.0,gmc,sierra 1500,excellent,8 cylinders,gas,185897.0,clean,automatic,3GTU2MEC5GG161116,4wd,,truck,white,al
7315007942,vermont,12498,2011.0,infiniti,g37 x,good,6 cylinders,gas,16188.0,clean,automatic,JN1CV6AR8BM403432,4wd,full-size,sedan,black,vt
7313112726,oklahoma city,28500,2015.0,chrysler,town and country tourin,,,gas,49319.0,clean,automatic,2C4RC1BG6FR595076,,,,,ok
7316811506,dallas / fort worth,4999,2005.0,dodge,durango slt,excellent,8 cylinders,gas,158000.0,clean,automatic,,rwd,,,red,tx
7309756547,youngstown,10777,2012.0,chevrolet,captiva sport,,,gas,62048.0,clean,automatic,3GNAL2EK7CS647307,fwd,,,black,oh
7314942045,baltimore,0,2012.0,rover,sport,,,gas,70751.0,clean,automatic,SALSK2D42CA737039,,,SUV,white,md
7313426551,tucson,20590,2018.0,volkswagen,tiguan 2.0t s 4motion,good,,gas,23929.0,clean,other,3VV0B7AX3JM020970,,,other,red,az
7304362198,san luis obispo,5995,2006.0,honda,pilot,excellent,,gas,194821.0,clean,automatic,5FNYF28566B015609,fwd,,,,ca
7316374797,fort collins / north CO,29995,2014.0,ford,f150 supercrew cab xlt,excellent,6 cylinders,gas,72944.0,,automatic,1FTFW1ET2EFB85058,,,truck,,co
7303817601,columbia / jeff city,21311,2021.0,chevrolet,trax,,,gas,4438.0,clean,automatic,,,,,,mo
7309437264,ventura county,11495,2012.0,acura,mdx,excellent,,gas,151157.0,clean,automatic,2HNYD2H34CH513022,4wd,,SUV,silver,ca
7315665359,"st louis, MO",17900,2010.0,ford,f150 xlt 4×4,excellent,8 cylinders,gas,78000.0,clean,automatic,,4wd,full-size,pickup,grey,il
7316172234,daytona beach,0,2016.0,ford,transit cargo,,,gas,,clean,automatic,,,,other,white,fl
7313623295,cleveland,13000,2017.0,kia,optima,excellent,,gas,19900.0,rebuilt,automatic,,,,,blue,oh
7302715127,greenville / upstate,16250,1993.0,,airstream,good,,gas,1.0,clean,other,,,,other,,sc
7317073638,seattle-tacoma,7995,2004.0,ford,econoline e-150 cargo van,good,8 cylinders,gas,176393.0,clean,automatic,1FTRE14W34HA34809,rwd,,van,white,wa
7304053554,redding,38590,2019.0,ford,f150 supercrew cab xlt,good,,other,77492.0,clean,other,1FTEW1EP7KFB77824,,,pickup,,ca
7302285219,des moines,0,2017.0,ford,f-150 xl,good,,other,34227.0,clean,automatic,1FTEW1EPXHKD39476,4wd,,pickup,,ia
7311421286,san antonio,11300,2015.0,chevrolet,silverado,,,gas,328276.0,clean,automatic,,,,,,tx
7312329086,new hampshire,13490,2015.0,hyundai,sonata hybrid,,,other,53013.0,clean,automatic,KMHEC4A44FA139018,,,other,red,nh
7313376513,milwaukee,6990,2007.0,jeep,liberty,excellent,,gas,101047.0,clean,automatic,1J4GL58K87W646168,4wd,,SUV,black,wi
7315926630,dallas / fort worth,14000,2011.0,mercedes-benz,s400,,,hybrid,74052.0,clean,automatic,,,,,,tx
7306564181,pensacola,5495,2007.0,honda,accord,good,6 cylinders,gas,160000.0,clean,automatic,,fwd,compact,sedan,grey,fl
7315232985,east idaho,23154,2014.0,gmc,acadia denali,good,6 cylinders,gas,84056.0,clean,other,1GKKVTKD0EJ202001,,,other,red,id
7303784381,new orleans,24995,2017.0,jeep,grand cherokee overland rwd,,6 cylinders,gas,65676.0,clean,automatic,1C4RJECG2HC868120,rwd,,SUV,black,la
7311890010,charlotte,18990,2016.0,buick,regal premium ii sedan 4d,good,,gas,22686.0,clean,other,2G4GS5GX2G9188511,fwd,,sedan,,nc
7313829462,hartford,7495,2008.0,,MERCEDES-BENZ* R-CLASS*,,,gas,136188.0,clean,automatic,4JGCB65E58A075454,,full-size,other,blue,ct
7314040902,columbus,4000,2011.0,jeep,grand cherokee,fair,6 cylinders,gas,150000.0,clean,automatic,,4wd,,SUV,black,ga
7315620236,los angeles,3500,2008.0,mercedes-benz,benz e320,good,6 cylinders,diesel,230000.0,clean,automatic,,,,,silver,ca
7311537504,tallahassee,10500,2015.0,toyota,corolla,,,gas,111427.0,clean,,2T1BURHE0FC320094,fwd,,sedan,,fl
7310947185,pittsburgh,4500,2003.0,ford,focus,good,4 cylinders,gas,69000.0,clean,automatic,,rwd,compact,,red,pa
7302528376,columbus,12300,2013.0,toyota,rav4,excellent,4 cylinders,gas,138078.0,clean,automatic,2T3WFREV6DW026329,fwd,,SUV,red,ga
7305419038,southwest MS,1111111,1970.0,dodge,challenger,fair,8 cylinders,gas,42000.0,clean,automatic,,rwd,full-size,coupe,blue,ms
7304229454,scranton / wilkes-barre,8995,2001.0,chevrolet,silverado,,,gas,200614.0,clean,automatic,1GCEK19V01E231862,4wd,,pickup,purple,pa
7310491552,long island,35990,2018.0,mercedes-benz,e-class e 300,good,,gas,24135.0,clean,other,WDDZF4JB9JA345977,rwd,,sedan,black,ny
7308344909,hartford,46990,2019.0,bmw,5 series 540i xdrive sedan,good,,other,14900.0,clean,other,WBAJE7C57KWW02218,,,sedan,white,ct
7306573488,augusta,11999,2011.0,infiniti,g37s coupe,excellent,6 cylinders,gas,113600.0,clean,manual,,rwd,mid-size,coupe,red,ga
7307795959,treasure coast,13900,2012.0,lexus,es 350,like new,6 cylinders,gas,91552.0,clean,automatic,JTHBK1EG0C2478957,fwd,full-size,sedan,black,fl
7316746020,chicago,48495,2020.0,bmw,3-series,excellent,,gas,26574.0,clean,automatic,WBA5U7C01LFH38518,rwd,,sedan,,il
7316645275,cedar rapids,6495,2007.0,toyota,camry,good,4 cylinders,gas,139272.0,clean,automatic,4T1BE46K27U026575,fwd,mid-size,sedan,grey,ia
7316719049,boise,10988,2013.0,jeep,patriot,,,gas,107089.0,clean,automatic,1C4NJRBB5DD165126,4wd,,,,id
7312276695,nashville,17590,2013.0,mercedes-benz,glk-class glk 250,good,,other,99472.0,clean,automatic,WDCGG0EB9DG103798,,,SUV,black,tn
7315229343,long island,2200,1998.0,chevrolet,venture van,fair,6 cylinders,gas,119000.0,clean,automatic,1GNDX03E7WD181787,fwd,mid-size,van,brown,ny
7306757953,olympic peninsula,27999,2018.0,chrysler,pacifica,,6 cylinders,gas,37716.0,clean,automatic,2C4RC1BGXJR159064,fwd,,mini-van,white,wa
7310978433,madison,19990,2021.0,toyota,corolla,new,4 cylinders,gas,600.0,clean,automatic,JTDEPMAE8MJ169833,fwd,compact,sedan,blue,wi
7311778793,flagstaff / sedona,39990,2020.0,toyota,tundra double cab sr5,good,8 cylinders,gas,6932.0,clean,other,5TFRY5F11LX270864,,,pickup,white,az
7316374554,albuquerque,33999,2019.0,dodge,durango,,6 cylinders,gas,50100.0,clean,automatic,,4wd,,,,nm
7306306447,great falls,55988,2016.0,gmc,sierra 3500 hd crew cab,,8 cylinders,diesel,139617.0,clean,automatic,1GT42YE89GF207213,4wd,,pickup,black,mt
7305829324,bowling green,17500,2012.0,cadillac,escalade luxury,good,8 cylinders,gas,141000.0,clean,automatic,1GYS4BEF2CR312031,4wd,full-size,SUV,black,ky
7316469856,hawaii,1600,1983.0,toyota,corolla,fair,4 cylinders,gas,68000.0,clean,automatic,,,,sedan,,hi
7312960991,fort collins / north CO,8500,2004.0,lexus,rx 330 4wd 5-speed automatic,,,gas,148063.0,clean,automatic,JTJHA31U640017939,4wd,,SUV,,co
7307609261,salem,18450,2017.0,ford,mustang,,,gas,66049.0,,automatic,1FATP8UH5H5204174,rwd,,,grey,or
7310502504,macon / warner robins,6880,2005.0,toyota,highlander,,,gas,201583.0,clean,automatic,JTEDP21A650063204,fwd,,SUV,white,ga
7313573716,north jersey,14000,2019.0,hyundai,sonata se 2.4l,,,,105269.0,clean,automatic,5NPE24AF6KH737400,fwd,,sedan,black,nj
7305742586,"quad cities, IA/IL",4000,1995.0,cadillac,fleetwood brougham,,8 cylinders,gas,165454.0,rebuilt,automatic,,,,,,il
7317020603,las vegas,10999,2012.0,mini,cooper convertible,,,gas,92832.0,clean,manual,WMWZP3C57CT297120,,sub-compact,convertible,brown,nv
7307095167,erie,8995,2009.0,ford,edge,,,gas,147607.0,clean,automatic,2FMDK49C59BA41229,,,SUV,,pa
7317000417,las vegas,15590,2011.0,nissan,xterra s sport utility 4d,good,,other,100409.0,clean,other,5N1AN0NWXBC505074,,,other,red,nv
7314918928,kennewick-pasco-richland,46999,2020.0,jeep,wrangler unlimited sport,,,gas,11257.0,clean,automatic,1C4HJXDG0LW186091,4wd,,SUV,black,wa
7310074949,bellingham,36999,2014.0,ram,2500 tradesman,,6 cylinders,diesel,198339.0,clean,automatic,3C6UR5HL3EG173847,4wd,,truck,,wa
7305203994,appleton-oshkosh-FDL,11500,2010.0,ford,f-150,good,8 cylinders,gas,126000.0,salvage,automatic,,4wd,full-size,pickup,red,wi
7306418404,baltimore,12990,2017.0,ford,c-max,,,hybrid,64315.0,clean,automatic,1FADP5EU0HL113887,,full-size,hatchback,,md
7316892560,eugene,6295,2008.0,volvo,xc70 cross country,,,gas,176647.0,clean,automatic,,,,,,or
7315399269,las vegas,0,2015.0,chevrolet,silverado 2500hd lt,,8 cylinders,diesel,83598.0,clean,automatic,1GC2KVE8XFZ117927,4wd,,,,nv
7312906819,columbia,2100,2005.0,chevrolet,impala,,,gas,133000.0,clean,automatic,,,,,,sc
7315297217,minneapolis / st paul,7700,2011.0,nissan,altima 2.5 sl,,4 cylinders,gas,125000.0,clean,automatic,,,,sedan,white,mn
7312391653,orlando,28990,2019.0,nissan,frontier crew cab sv,good,6 cylinders,other,1395.0,clean,other,1N6DD0ER6KN724923,fwd,,pickup,,fl
7315512566,anchorage / mat-su,29999,2016.0,ford,transit xlt,excellent,6 cylinders,gas,40717.0,clean,automatic,1FBZX2ZM9GKB11878,rwd,full-size,mini-van,white,ak
